,rank,lemma,Spanish,lemma (disambiguated),show
4019,3579.0,empleado,empleado,empleado,empleado
4020,3579.0,emplear,empleado,emplear,*empleado* (emplear)
4021,3580.0,conocer,conociste,,*conociste* (conocer)
4022,3581.0,color,colores,,*colores* (color)
4023,3582.0,cerebral,cerebral,,cerebral
4024,3583.0,plástico,plástico,,plástico
4025,3584.0,piano,piano,,piano
4026,3585.0,pensamiento,pensamiento,,pensamiento
4027,3586.0,letra,letra,,letra
4028,3587.0,empleado,empleados,empleado,*empleados* (empleado)
4029,3587.0,emplear,empleados,emplear,*empleados* (emplear)
4030,3588.0,dosis,dosis,,dosis
4031,3589.0,dólar,dólar,,dólar
4032,3590.0,agradar,agrada,,*agrada* (agradar)
4033,3591.0,tocar,tocado,,*tocado* (tocar)
4034,3592.0,tío,tíos,,*tíos* (tío)
4035,3593.0,súper,super,,*super* (súper)
4036,3594.0,rifle,rifle,,rifle
4037,3595.0,renunciar,renunciar,,renunciar
4038,3596.0,incluir,incluyendo,,*incluyendo* (incluir)
4039,3597.0,hoyo,hoyo,,hoyo
4040,3598.0,español,español,,español
4041,3599.0,aceptar,acepta,,*acepta* (aceptar)
4042,3600.0,rueda,rueda,,rueda
4043,3601.0,munición,municiones,,*municiones* (munición)
4044,3602.0,ciudad,ciudades,,*ciudades* (ciudad)
4045,3603.0,béisbol,béisbol,,béisbol
4046,3604.0,regresado,regresado,regresado,regresado
4047,3604.0,regresar,regresado,regresar,*regresado* (regresar)
4048,3605.0,pedir,pediste,,*pediste* (pedir)
4049,3606.0,ja,ja,,ja
4050,3607.0,sesión,sesión,,sesión
4051,3608.0,comprender,comprender,,comprender
4052,3609.0,tocar,tocando,,*tocando* (tocar)
4053,3610.0,montar,montar,,montar
4054,3611.0,familiar,familiares,,*familiares* (familiar)
4055,3612.0,espía,espía,espía,espía
4056,3612.0,espiar,espía,espiar,*espía* (espiar)
4057,3613.0,efecto,efectos,,*efectos* (efecto)
4058,3614.0,salto,salto,salto,salto
4059,3614.0,saltar,salto,saltar,*salto* (saltar)
4060,3615.0,pagar,pagó,,*pagó* (pagar)
4061,3616.0,impacto,impacto,,impacto
4062,3617.0,emoción,emoción,,emoción
4063,3618.0,disparo,disparos,,*disparos* (disparo)
4064,3619.0,comando,comando,,comando
4065,3620.0,autorización,autorización,,autorización
4066,3621.0,informe,informes,informe,*informes* (informe)
4067,3621.0,informar,informes,informar,*informes* (informar)
4068,3622.0,honestamente,honestamente,,honestamente
4069,3623.0,existencia,existencia,,existencia
4070,3624.0,demasiado,demasiada,,*demasiada* (demasiado)
4071,3625.0,coche,coches,,*coches* (coche)
4072,3626.0,claro,clara,claro,*clara* (claro)
4073,3626.0,clara,clara,clara,clara
4074,3627.0,alcanzar,alcanzar,,alcanzar
4075,3628.0,volver,volviste,,*volviste* (volver)
4076,3629.0,octubre,octubre,,octubre
4077,3630.0,conseguir,conseguimos,,*conseguimos* (conseguir)
4078,3631.0,barato,barato,,barato
4079,3632.0,apostar,apostar,,apostar
4080,3633.0,requerir,requiere,,*requiere* (requerir)
4081,3634.0,importar,importan,,*importan* (importar)
4082,3635.0,grano,grano,,grano
4083,3636.0,demasiado,demasiados,,*demasiados* (demasiado)
4084,3637.0,casar,casarte,,*casarte* (casar)
4085,3638.0,traer,tráeme,,*tráeme* (traer)
4086,3639.0,progreso,progreso,progreso,progreso
4087,3639.0,progresar,progreso,progresar,*progreso* (progresar)
4088,3640.0,odiar,odias,,*odias* (odiar)
4089,3641.0,ocurrir,ocurrir,,ocurrir
4090,3642.0,hacer,hacías,,*hacías* (hacer)
4091,3643.0,ser,serías,,*serías* (ser)
4092,3644.0,secretario,secretario,,secretario
4093,3645.0,Rusia,rusia,Rusia,*rusia* (Rusia)
4094,3645.0,rusia,rusia,rusia,rusia
4095,3646.0,pensar,piénsalo,,*piénsalo* (pensar)
4096,3647.0,gatito,gatito,gatito,gatito
4097,3647.0,gato,gatito,gato,*gatito* (gato)
4098,3648.0,dar,déme,,*déme* (dar)
4099,3649.0,colección,colección,,colección
4100,3650.0,ir,vais,,*vais* (ir)
4101,3651.0,sufrido,sufrido,sufrido,sufrido
4102,3651.0,sufrir,sufrido,sufrir,*sufrido* (sufrir)
4103,3652.0,ningún,ningun,,*ningun* (ningún)
4104,3653.0,heleno,helena,heleno,*helena* (heleno)
4105,3653.0,Helena,helena,Helena,*helena* (Helena)
4106,3654.0,terror,terror,,terror
4107,3655.0,salvar,salva,salvar,*salva* (salvar)
4108,3655.0,salvo,salva,salvo,*salva* (salvo)
4109,3655.0,salva,salva,salva,salva
4110,3656.0,salir,salgas,,*salgas* (salir)
4111,3657.0,sacar,sacarte,,*sacarte* (sacar)
4112,3658.0,lanza,lanza,lanza,lanza
4113,3658.0,lanzar,lanza,lanzar,*lanza* (lanzar)
4114,3659.0,usar,usó,,*usó* (usar)
4115,3660.0,quince,quince,,quince
4116,3661.0,prometido,prometido,prometido,prometido
4117,3661.0,prometer,prometido,prometer,*prometido* (prometer)
4118,3662.0,preciso,preciso,,preciso
4119,3663.0,pirata,pirata,,pirata
4120,3664.0,moral,moral,,moral
4121,3665.0,moneda,moneda,,moneda
4122,3666.0,haber,haberle,,*haberle* (haber)
4123,3667.0,estar,estuvieras,,*estuvieras* (estar)
4124,3668.0,decir,dijimos,,*dijimos* (decir)
4125,3669.0,caer,cayendo,,*cayendo* (caer)
4126,3670.0,bajo,bajas,bajo,*bajas* (bajo)
4127,3670.0,baja,bajas,baja,*bajas* (baja)
4128,3671.0,venir,viniera,,*viniera* (venir)
4129,3672.0,soñar,soñando,,*soñando* (soñar)
4130,3673.0,servir,servirá,,*servirá* (servir)
4131,3674.0,Moscú,moscú,,*moscú* (Moscú)
4132,3675.0,mínimo,mínimo,,mínimo
4133,3676.0,hermoso,hermosas,,*hermosas* (hermoso)
4134,3677.0,escondido,escondido,escondido,escondido
4135,3677.0,esconder,escondido,esconder,*escondido* (esconder)
4136,3678.0,demostrar,demostrar,,demostrar
4137,3679.0,perrito,perrito,perrito,perrito
4138,3679.0,perro,perrito,perro,*perrito* (perro)
4139,3680.0,intentar,intente,,*intente* (intentar)
4140,3681.0,haber,habrán,,*habrán* (haber)
4141,3682.0,experimento,experimento,,experimento
4142,3683.0,espalda,espaldas,,*espaldas* (espalda)
4143,3684.0,diseño,diseño,diseño,diseño
4144,3684.0,diseñar,diseño,diseñar,*diseño* (diseñar)
4145,3685.0,barra,barra,barra,barra
4146,3685.0,barrer,barra,barrer,*barra* (barrer)
4147,3686.0,anciano,anciano,,anciano
4148,3687.0,alfombra,alfombra,alfombra,alfombra
4149,3687.0,alfombrar,alfombra,alfombrar,*alfombra* (alfombrar)
4150,3688.0,actriz,actriz,,actriz
4151,3689.0,tono,tono,,tono
4152,3690.0,sentar,sentarse,,*sentarse* (sentar)
4153,3691.0,remedio,remedio,,remedio
4154,3692.0,lista,listas,lista,*listas* (lista)
4155,3692.0,listo,listas,listo,*listas* (listo)
4156,3693.0,gris,gris,,gris
4157,3694.0,enviar,enviaron,,*enviaron* (enviar)
4158,3695.0,entender,entendiste,,*entendiste* (entender)
4159,3696.0,disfrutar,disfrutar,,disfrutar
4160,3697.0,contar,contaré,,*contaré* (contar)
4161,3698.0,comer,comen,,*comen* (comer)
4162,3699.0,sentado,sentada,sentado,*sentada* (sentado)
4163,3699.0,sentar,sentada,sentar,*sentada* (sentar)
4164,3700.0,preguntar,pregunte,,*pregunte* (preguntar)
4165,3701.0,japonés,japonés,,japonés
4166,3702.0,grito,gritos,,*gritos* (grito)
4167,3703.0,dólar,dolares,,*dolares* (dólar)
4168,3704.0,asegurar,asegurarme,,*asegurarme* (asegurar)
4169,3705.0,resto,restos,,*restos* (resto)
4170,3706.0,perder,pierdo,,*pierdo* (perder)
4171,3707.0,motivo,motivos,,*motivos* (motivo)
4172,3708.0,decir,dimos,,*dimos* (decir)
4173,3709.0,campeonato,campeonato,,campeonato
4174,3710.0,apurar,apúrense,,*apúrense* (apurar)
4175,3711.0,único,unico,,*unico* (único)
4176,3712.0,reír,reír,,reír
4177,3713.0,prima,prima,,prima
4178,3714.0,maricón,maricón,,maricón
4179,3715.0,actuar,actúa,,*actúa* (actuar)
4180,3716.0,periodista,periodista,,periodista
4181,3717.0,luchar,luchando,,*luchando* (luchar)
4182,3718.0,estelar,estelar,,estelar
4183,3719.0,escritor,escritor,,escritor
4184,3720.0,encontrar,encontrarás,,*encontrarás* (encontrar)
4185,3721.0,dejar,dejando,,*dejando* (dejar)
4186,3722.0,adecuado,adecuado,,adecuado
4187,3723.0,terrorista,terrorista,,terrorista
4188,3724.0,hierro,hierro,,hierro
4189,3725.0,enterrado,enterrado,enterrado,enterrado
4190,3725.0,enterrar,enterrado,enterrar,*enterrado* (enterrar)
4191,3726.0,sincero,sincero,,sincero
4192,3727.0,representar,representa,,*representa* (representar)
4193,3728.0,positivo,positivo,,positivo
4194,3729.0,merecer,mereces,,*mereces* (merecer)
4195,3730.0,Italia,italia,,*italia* (Italia)
4196,3731.0,feo,fea,,*fea* (feo)
4197,3732.0,acercar,acerques,,*acerques* (acercar)
4198,3733.0,petróleo,petróleo,,petróleo
4199,3734.0,encargado,encargado,encargado,encargado
4200,3734.0,encargar,encargado,encargar,*encargado* (encargar)
4201,3735.0,capítulo,capítulo,,capítulo
4202,3736.0,enseñar,enseñaré,,*enseñaré* (enseñar)
4203,3737.0,cuento,cuentos,,*cuentos* (cuento)
4204,3738.0,breve,breve,,breve
4205,3739.0,atrever,atreves,,*atreves* (atrever)
4206,3740.0,subir,súbete,,*súbete* (subir)
4207,3741.0,sed,sed,,sed
4208,3742.0,patético,patético,,patético
4209,3743.0,mostrar,mostrarte,,*mostrarte* (mostrar)
4210,3744.0,doctor,doctores,,*doctores* (doctor)
4211,3745.0,carácter,carácter,,carácter
4212,3746.0,tuyo,tuyos,,*tuyos* (tuyo)
4213,3747.0,plaza,plaza,,plaza
4214,3748.0,obispo,obispo,,obispo
4215,3749.0,necesitar,necesite,,*necesite* (necesitar)
4216,3750.0,mover,muevan,,*muevan* (mover)
4217,3751.0,involucrado,involucrado,involucrado,involucrado
4218,3751.0,involucrar,involucrado,involucrar,*involucrado* (involucrar)
4219,3752.0,dar,darán,,*darán* (dar)
4220,3753.0,inglés,ingleses,,*ingleses* (inglés)
4221,3754.0,usar,usas,,*usas* (usar)
4222,3755.0,rueda,ruedas,,*ruedas* (rueda)
4223,3756.0,prácticamente,prácticamente,,prácticamente
4224,3757.0,oreja,orejas,,*orejas* (oreja)
4225,3758.0,golpear,golpeó,,*golpeó* (golpear)
4226,3759.0,costado,costado,costado,costado
4227,3759.0,costar,costado,costar,*costado* (costar)
4228,3760.0,conducta,conducta,,conducta
4229,3761.0,tomar,toman,,*toman* (tomar)
4230,3762.0,subir,suban,,*suban* (subir)
4231,3763.0,médica,médica,médica,médica
4232,3763.0,médico,médica,médico,*médica* (médico)
4233,3764.0,manzana,manzana,,manzana
4234,3765.0,escuadrón,escuadrón,,escuadrón
4235,3766.0,reconocer,reconozco,,*reconozco* (reconocer)
4236,3767.0,orden,ordenes,,*ordenes* (orden)
4237,3768.0,gallina,gallina,,gallina
4238,3769.0,cambiar,cambiando,,*cambiando* (cambiar)
4239,3770.0,borde,borde,,borde
4240,3771.0,ataque,ataques,,*ataques* (ataque)
4241,3772.0,actual,actual,,actual
4242,3773.0,pecado,pecados,,*pecados* (pecado)
4243,3774.0,invitar,invito,,*invito* (invitar)
4244,3775.0,inconsciente,inconsciente,,inconsciente
4245,3776.0,bastardo,bastardos,,*bastardos* (bastardo)
4246,3777.0,abrir,abrió,,*abrió* (abrir)
4247,3778.0,oír,oyeron,,*oyeron* (oír)
4248,3779.0,intentar,intentaba,,*intentaba* (intentar)
4249,3780.0,cuartel,cuartel,,cuartel
4250,3781.0,consciente,consciente,,consciente
4251,3782.0,tranquilizar,tranquilízate,,*tranquilízate* (tranquilizar)
4252,3783.0,suyo,suyos,,*suyos* (suyo)
4253,3784.0,residencia,residencia,,residencia
4254,3785.0,máximo,máxima,,*máxima* (máximo)
4255,3786.0,llevar,llevarla,,*llevarla* (llevar)
4256,3787.0,grasa,grasa,,grasa
4257,3788.0,célula,células,,*células* (célula)
4258,3789.0,retroceder,retrocedan,,*retrocedan* (retroceder)
4259,3790.0,recepción,recepción,,recepción
4260,3791.0,medicina,medicinas,,*medicinas* (medicina)
4261,3792.0,explotar,explotar,,explotar
4262,3793.0,corona,corona,,corona
4263,3794.0,callar,callate,,*callate* (callar)
4264,3795.0,calidad,calidad,,calidad
4265,3796.0,ayudar,ayúdeme,,*ayúdeme* (ayudar)
4266,3797.0,asesina,asesina,asesina,asesina
4267,3797.0,asesino,asesina,asesino,*asesina* (asesino)
4268,3797.0,asesinar,asesina,asesinar,*asesina* (asesinar)
4269,3798.0,absurdo,absurdo,,absurdo
4270,3799.0,revés,revés,,revés
4271,3800.0,producto,producto,,producto
4272,3801.0,encontrar,encontrarla,,*encontrarla* (encontrar)
4273,3802.0,DJ,dj,,*dj* (DJ)
4274,3803.0,descansar,descansa,,*descansa* (descansar)
4275,3804.0,copia,copias,,*copias* (copia)
4276,3805.0,apagar,apagar,,apagar
4277,3806.0,profesional,profesionales,,*profesionales* (profesional)
4278,3807.0,práctica,práctica,,práctica
4279,3808.0,investigar,investigando,,*investigando* (investigar)
4280,3809.0,francamente,francamente,,francamente
4281,3810.0,Afganistán,afganistán,,*afganistán* (Afganistán)
4282,3811.0,vecino,vecino,,vecino
4283,3812.0,trozo,trozo,,trozo
4284,3813.0,tomar,tómate,tomar,*tómate* (tomar)
4285,3813.0,tomate,tómate,tomate,*tómate* (tomate)
4286,3814.0,tercero,tercero,,tercero
4287,3815.0,servir,sirven,,*sirven* (servir)
4288,3816.0,sacar,saquen,,*saquen* (sacar)
4289,3817.0,manual,manual,,manual
4290,3818.0,encender,enciende,,*enciende* (encender)
4291,3819.0,cercano,cercano,,cercano
4292,3820.0,bailar,bailando,,*bailando* (bailar)
4293,3821.0,atrás,atras,,*atras* (atrás)
4294,3822.0,usar,usarlo,,*usarlo* (usar)
4295,3823.0,teléfono,telefono,,*telefono* (teléfono)
4296,3824.0,registro,registros,,*registros* (registro)
4297,3825.0,poner,ponlo,,*ponlo* (poner)
4298,3826.0,pasta,pasta,pasta,pasta
4299,3826.0,pastar,pasta,pastar,*pasta* (pastar)
4300,3827.0,llegar,lleguen,,*lleguen* (llegar)
4301,3828.0,salir,saliste,,*saliste* (salir)
4302,3829.0,saber,sabrás,,*sabrás* (saber)
4303,3830.0,limpieza,limpieza,,limpieza
4304,3831.0,estadounidense,estadounidense,,estadounidense
4305,3832.0,enojado,enojada,enojado,*enojada* (enojado)
4306,3832.0,enojar,enojada,enojar,*enojada* (enojar)
4307,3833.0,desafortunadamente,desafortunadamente,,desafortunadamente
4308,3834.0,conocer,conoció,,*conoció* (conocer)
4309,3835.0,pinta,pinta,pinta,pinta
4310,3835.0,pintar,pinta,pintar,*pinta* (pintar)
4311,3836.0,matar,matamos,,*matamos* (matar)
4312,3837.0,funcionar,funcionan,,*funcionan* (funcionar)
4313,3838.0,cocinar,cocinar,,cocinar
4314,3839.0,cima,cima,,cima
4315,3840.0,atractivo,atractivo,,atractivo
4316,3841.0,preguntar,preguntes,,*preguntes* (preguntar)
4317,3842.0,necesitar,necesitaré,,*necesitaré* (necesitar)
4318,3843.0,llegar,lleguemos,,*lleguemos* (llegar)
4319,3844.0,interrumpir,interrumpir,,interrumpir
4320,3845.0,haber,haberla,,*haberla* (haber)
4321,3846.0,apropiado,apropiado,,apropiado
4322,3847.0,presentimiento,presentimiento,,presentimiento
4323,3848.0,intentar,intentamos,,*intentamos* (intentar)
4324,3849.0,final,finales,,*finales* (final)
4325,3850.0,evitar,evitarlo,,*evitarlo* (evitar)
4326,3851.0,enviar,enviaré,,*enviaré* (enviar)
4327,3852.0,deporte,deporte,,deporte
4328,3853.0,bajar,bajando,,*bajando* (bajar)
4329,3854.0,sucio,sucia,,*sucia* (sucio)
4330,3855.0,recibir,recibimos,,*recibimos* (recibir)
4331,3856.0,pastilla,pastillas,,*pastillas* (pastilla)
4332,3857.0,ceremonia,ceremonia,,ceremonia
4333,3858.0,tina,tina,,tina
4334,3859.0,muelle,muelle,,muelle
4335,3860.0,maleta,maletas,,*maletas* (maleta)
4336,3861.0,hija,hijas,,*hijas* (hija)
4337,3862.0,desconocido,desconocido,desconocido,desconocido
4338,3862.0,desconocer,desconocido,desconocer,*desconocido* (desconocer)
4339,3863.0,conseguir,conseguiré,,*conseguiré* (conseguir)
4340,3864.0,refugio,refugio,refugio,refugio
4341,3864.0,refugiar,refugio,refugiar,*refugio* (refugiar)
4342,3865.0,imaginar,imagina,,*imagina* (imaginar)
4343,3866.0,francés,franceses,,*franceses* (francés)
4344,3867.0,convertir,convertirse,,*convertirse* (convertir)
4345,3868.0,arruinado,arruinado,arruinado,arruinado
4346,3868.0,arruinar,arruinado,arruinar,*arruinado* (arruinar)
4347,3869.0,vomitar,vomitar,,vomitar
4348,3870.0,pasajero,pasajeros,,*pasajeros* (pasajero)
4349,3871.0,normal,normales,,*normales* (normal)
4350,3872.0,disfraz,disfraz,,disfraz
4351,3873.0,continuar,continúe,,*continúe* (continuar)
4352,3874.0,arreglado,arreglado,arreglado,arreglado
4353,3874.0,arreglar,arreglado,arreglar,*arreglado* (arreglar)
4354,3875.0,aprender,aprende,,*aprende* (aprender)
4355,3876.0,venir,venimos,,*venimos* (venir)
4356,3877.0,tener,tenerte,,*tenerte* (tener)
4357,3878.0,seguir,seguirá,,*seguirá* (seguir)
4358,3879.0,razonable,razonable,,razonable
4359,3880.0,puesta,puesta,puesta,puesta
4360,3880.0,puesto,puesta,puesto,*puesta* (puesto)
4361,3880.0,poner,puesta,poner,*puesta* (poner)
4362,3881.0,masaje,masaje,,masaje
4363,3882.0,lágrima,lágrimas,,*lágrimas* (lágrima)
4364,3883.0,gustar,gustaria,,*gustaria* (gustar)
4365,3884.0,extranjero,extranjero,,extranjero
4366,3885.0,dejar,dejaremos,,*dejaremos* (dejar)
4367,3886.0,apellido,apellido,,apellido
4368,3887.0,alguacil,alguacil,,alguacil
4369,3888.0,temporal,temporal,,temporal
4370,3889.0,romper,rompe,,*rompe* (romper)
4371,3890.0,mayo,mayo,,mayo
4372,3891.0,egoísta,egoísta,,egoísta
4373,3892.0,aceite,aceite,,aceite
4374,3893.0,plato,platos,,*platos* (plato)
4375,3894.0,miércoles,miércoles,,miércoles
4376,3895.0,indio,indios,,*indios* (indio)
4377,3896.0,decir,decimos,,*decimos* (decir)
4378,3897.0,bolsa,bolsas,,*bolsas* (bolsa)
4379,3898.0,anuncio,anuncio,,anuncio
4380,3899.0,tirado,tirado,tirado,tirado
4381,3899.0,tirar,tirado,tirar,*tirado* (tirar)
4382,3900.0,notado,notado,notado,notado
4383,3900.0,notar,notado,notar,*notado* (notar)
4384,3901.0,mutante,mutantes,,*mutantes* (mutante)
4385,3902.0,imaginar,imaginas,,*imaginas* (imaginar)
4386,3903.0,habitación,habitaciones,,*habitaciones* (habitación)
4387,3904.0,Grecia,grecia,,*grecia* (Grecia)
4388,3905.0,entrar,entré,,*entré* (entrar)
4389,3906.0,decir,díselo,,*díselo* (decir)
4390,3907.0,césar,césar,césar,césar
4391,3907.0,César,césar,César,*césar* (César)
4392,3908.0,comprado,comprado,comprado,comprado
4393,3908.0,comprar,comprado,comprar,*comprado* (comprar)
4394,3909.0,cocaína,cocaína,,cocaína
4395,3910.0,amarillo,amarillo,,amarillo
4396,3911.0,acabar,acabará,,*acabará* (acabar)
4397,3912.0,suceder,suceda,,*suceda* (suceder)
4398,3913.0,mente,mentes,,*mentes* (mente)
4399,3914.0,maldad,maldad,,maldad
4400,3915.0,gustar,gustará,,*gustará* (gustar)
4401,3916.0,eliminar,eliminar,,eliminar
4402,3917.0,corbata,corbata,,corbata
4403,3918.0,atrapado,atrapados,atrapado,*atrapados* (atrapado)
4404,3918.0,atrapar,atrapados,atrapar,*atrapados* (atrapar)
4405,3919.0,saber,sabíamos,,*sabíamos* (saber)
4406,3920.0,merecer,merezco,,*merezco* (merecer)
4407,3921.0,medalla,medalla,,medalla
4408,3922.0,lograr,lograste,,*lograste* (lograr)
4409,3923.0,jaula,jaula,,jaula
4410,3924.0,dar,dió,,*dió* (dar)
4411,3925.0,chofer,chofer,,chofer
4412,3926.0,informado,informado,informado,informado
4413,3926.0,informar,informado,informar,*informado* (informar)
4414,3927.0,fatal,fatal,,fatal
4415,3928.0,enfadado,enfadado,enfadado,enfadado
4416,3928.0,enfadar,enfadado,enfadar,*enfadado* (enfadar)
4417,3929.0,cubierto,cubierto,cubierto,cubierto
4418,3929.0,cubrir,cubierto,cubrir,*cubierto* (cubrir)
4419,3930.0,compañera,compañera,,compañera
4420,3931.0,ronda,ronda,ronda,ronda
4421,3931.0,rondar,ronda,rondar,*ronda* (rondar)
4422,3932.0,cobra,cobra,cobra,cobra
4423,3932.0,cobrar,cobra,cobrar,*cobra* (cobrar)
4424,3933.0,cantante,cantante,,cantante
4425,3934.0,abrazo,abrazo,abrazo,abrazo
4426,3934.0,abrazar,abrazo,abrazar,*abrazo* (abrazar)
4427,3935.0,tarjeta,tarjetas,,*tarjetas* (tarjeta)
4428,3936.0,sentar,sentarme,,*sentarme* (sentar)
4429,3937.0,referir,refería,,*refería* (referir)
4430,3938.0,indicar,indica,,*indica* (indicar)
4431,3939.0,gravedad,gravedad,,gravedad
4432,3940.0,ganar,ganando,,*ganando* (ganar)
4433,3941.0,estúpido,estúpidos,,*estúpidos* (estúpido)
4434,3942.0,elección,elecciones,,*elecciones* (elección)
4435,3943.0,collar,collar,,collar
4436,3944.0,cincuenta,cincuenta,,cincuenta
4437,3945.0,programa,programas,,*programas* (programa)
4438,3946.0,naturalmente,naturalmente,,naturalmente
4439,3947.0,embajada,embajada,,embajada
4440,3948.0,desayunar,desayunar,,desayunar
4441,3949.0,dejar,dejaría,,*dejaría* (dejar)
4442,3950.0,vigilar,vigila,,*vigila* (vigilar)
4443,3951.0,querer,quisieras,,*quisieras* (querer)
4444,3952.0,interés,intereses,,*intereses* (interés)
4445,3953.0,agarrar,agárrate,,*agárrate* (agarrar)
4446,3954.0,aéreo,aéreo,,aéreo
4447,3955.0,traición,traición,,traición
4448,3956.0,seguir,seguiré,,*seguiré* (seguir)
4449,3957.0,salvaje,salvajes,,*salvajes* (salvaje)
4450,3958.0,preferir,prefiere,,*prefiere* (preferir)
4451,3959.0,poder,podéis,,*podéis* (poder)
4452,3960.0,morir,mueres,,*mueres* (morir)
4453,3961.0,molestar,molestar,,molestar
4454,3962.0,italiano,italiano,,italiano
4455,3963.0,dejar,dejarla,,*dejarla* (dejar)
4456,3964.0,corazón,corazones,,*corazones* (corazón)
4457,3965.0,averiguar,averiguarlo,,*averiguarlo* (averiguar)
4458,3966.0,ave,ave,,ave
4459,3967.0,arreglar,arreglarlo,,*arreglarlo* (arreglar)
